item_title,item_picture,item_link,item_brand,item_color,item_price,item_description,item_size,item_views,item_location,item_date_added,item_followers,query
Barbour L1326 Utility Autumn,"['https://images1.vinted.net/t/03_021d9_r3B1VZ7HMLjQ4hFx9daayzb3/f800/1682178981.jpeg?s=7a17fdbd45b1d4fde1da9bd9108e6b06d7c344de', 'https://images1.vinted.net/t/03_00d82_W2yfVsryPTP5vU6EtCUZpsKn/f800/1682178981.jpeg?s=6ffe150d98c913f4c4c1c501b659e322dafee558', 'https://images1.vinted.net/t/01_009ba_uX1rc5zHQVYEfA1YxEUekoV4/f800/1682178981.jpeg?s=bba0ef24977ac10deec7a4284480d878ca198a2c', 'https://images1.vinted.net/t/03_00bb5_fzrbUZbxL3fwMCUHYw6d3Jb5/f800/1682178981.jpeg?s=16b1aac9540566b15901a96b5a68bba79807d072', 'https://images1.vinted.net/t/03_02552_p4MBtJ4jHsu8xR3kHFBzSRWw/f800/1682178981.jpeg?s=c340fa8b7daa201550e1d805b17451289a2a4929', 'https://images1.vinted.net/t/03_021d9_r3B1VZ7HMLjQ4hFx9daayzb3/f800/1682178981.jpeg?s=7a17fdbd45b1d4fde1da9bd9108e6b06d7c344de', 'https://images1.vinted.net/t/03_00d82_W2yfVsryPTP5vU6EtCUZpsKn/f800/1682178981.jpeg?s=6ffe150d98c913f4c4c1c501b659e322dafee558', 'https://images1.vinted.net/t/01_009ba_uX1rc5zHQVYEfA1YxEUekoV4/f800/1682178981.jpeg?s=bba0ef24977ac10deec7a4284480d878ca198a2c', 'https://images1.vinted.net/t/03_00bb5_fzrbUZbxL3fwMCUHYw6d3Jb5/f800/1682178981.jpeg?s=16b1aac9540566b15901a96b5a68bba79807d072', 'https://images1.vinted.net/t/03_02552_p4MBtJ4jHsu8xR3kHFBzSRWw/f800/1682178981.jpeg?s=c340fa8b7daa201550e1d805b17451289a2a4929']",https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes/vestes-militaires-et-utilitaires/2933259997-barbour-l1326-utility-autumn,BARBOUR,NOIR,"90,00 €","Barbour utility en excelente estado, sin marcas,roces o descosidos, ideal para primavera-verano.
Talla L, color Negro.
Se envía más información si se requiere. 
Más Barbours de diferentes tallas y modelos en mi armario","L / 40 / 12
SIZE INFORMATION",164,ESPAGNE,22/04/2023 17:56:21,AUCUN MEMBRE INTERESSE,veste barbour
Barbour Ladies Utility Jacket,"['https://images1.vinted.net/t/02_0216d_BB3uKW5kpwJLmnTv9nNq8v3A/f800/1682179684.jpeg?s=de82bcf85a60135a6bc05069961cdf6ba8242077', 'https://images1.vinted.net/t/03_007df_e1NTvc6hasj9vtNGVSTKKrYg/f800/1682179684.jpeg?s=ca4927b8ec0984018836c4976fa48637d8c8ea2e', 'https://images1.vinted.net/t/02_012c6_7uDtHogbwiuBW3NnCuV42vHj/f800/1682179684.jpeg?s=cf941bc8fcb1335bf747e9a73a1fc840249a406f', 'https://images1.vinted.net/t/03_00ae9_jngB4h3YGnpMy7A9bGjgGuuq/f800/1682179684.jpeg?s=defe90d4f18da1cd669f314eac3f9630f33c9c35', 'https://images1.vinted.net/t/03_000cc_MBxXoMknEYaQejrypE5LMRPe/f800/1682179684.jpeg?s=bca9e21411069bca0cab3f5bfdddbf849b76ae3d', 'https://images1.vinted.net/t/02_0216d_BB3uKW5kpwJLmnTv9nNq8v3A/f800/1682179684.jpeg?s=de82bcf85a60135a6bc05069961cdf6ba8242077', 'https://images1.vinted.net/t/03_007df_e1NTvc6hasj9vtNGVSTKKrYg/f800/1682179684.jpeg?s=ca4927b8ec0984018836c4976fa48637d8c8ea2e', 'https://images1.vinted.net/t/02_012c6_7uDtHogbwiuBW3NnCuV42vHj/f800/1682179684.jpeg?s=cf941bc8fcb1335bf747e9a73a1fc840249a406f', 'https://images1.vinted.net/t/03_00ae9_jngB4h3YGnpMy7A9bGjgGuuq/f800/1682179684.jpeg?s=defe90d4f18da1cd669f314eac3f9630f33c9c35', 'https://images1.vinted.net/t/03_000cc_MBxXoMknEYaQejrypE5LMRPe/f800/1682179684.jpeg?s=bca9e21411069bca0cab3f5bfdddbf849b76ae3d']",https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes/vestes-militaires-et-utilitaires/2933316695-barbour-ladies-utility-jacket,BARBOUR,NOIR,"75,00 €","Barbour L1093 Ladies Utility Jacket en buen estado, necesita encerado o dejarla asi ( según gusto), sin rotos ni descosidos. Talla L, color Negro. 
Se envía más información si se requiere. 
Más Barbours de diferentes tallas y modelos en mi armario.","L / 40 / 12
SIZE INFORMATION",128,ESPAGNE,22/04/2023 18:08:04,AUCUN MEMBRE INTERESSE,veste barbour
Barbour Classic Beadnell,"['https://images1.vinted.net/t/02_0162b_wb7B9bqHYUfEfDke12PSwkTJ/f800/1682181164.jpeg?s=051e0def19ce5d0bf2d87387fb17193ad62f4fda', 'https://images1.vinted.net/t/03_0116d_RLzrAP167hJtSrDHHiF4p7du/f800/1682181164.jpeg?s=3defdb1f41b14bc72e182b8a93a3d85538a57110', 'https://images1.vinted.net/t/01_01e78_GKfbkTd52wBtiES7ACXUhJ54/f800/1682181164.jpeg?s=54e1560dc24b89973aeafbf160af09a13a8881d4', 'https://images1.vinted.net/t/01_01bd5_HDhfp2Jcrbmhg8S8A3Z1M923/f800/1682181164.jpeg?s=cf085f4662e8399631e924baaedb2d22ad7389c0', 'https://images1.vinted.net/t/01_011fb_GHPuTS1aKTTJDzYKEpkF1Pey/f800/1682181164.jpeg?s=e761814058a2fbf58f5fb7a72de7387407e99909', 'https://images1.vinted.net/t/02_0162b_wb7B9bqHYUfEfDke12PSwkTJ/f800/1682181164.jpeg?s=051e0def19ce5d0bf2d87387fb17193ad62f4fda', 'https://images1.vinted.net/t/03_0116d_RLzrAP167hJtSrDHHiF4p7du/f800/1682181164.jpeg?s=3defdb1f41b14bc72e182b8a93a3d85538a57110', 'https://images1.vinted.net/t/01_01e78_GKfbkTd52wBtiES7ACXUhJ54/f800/1682181164.jpeg?s=54e1560dc24b89973aeafbf160af09a13a8881d4', 'https://images1.vinted.net/t/01_01bd5_HDhfp2Jcrbmhg8S8A3Z1M923/f800/1682181164.jpeg?s=cf085f4662e8399631e924baaedb2d22ad7389c0', 'https://images1.vinted.net/t/01_011fb_GHPuTS1aKTTJDzYKEpkF1Pey/f800/1682181164.jpeg?s=e761814058a2fbf58f5fb7a72de7387407e99909']",https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes/vestes-militaires-et-utilitaires/2933434089-barbour-classic-beadnell,BARBOUR,MARINE,"150,00 €","Barbour Beadnell en muy buen estado, sin roces o descosidos. Le falta la etiqueta del bolsillo interior. Color Azul Marino. Talla L 
Se envía más información si se requiere. 
Más Barbours de diferentes tallas y modelos en mi armario","L / 40 / 12
SIZE INFORMATION",160,ESPAGNE,22/04/2023 18:32:44,2 UTILISATEURS,veste barbour
Barbour Classic Beadnell,"['https://images1.vinted.net/t/01_013af_cPJzPihCwji9yZZL6oCtnFtd/f800/1680601061.jpeg?s=a15e75a1bafc2c3c00fbc2bd6d54102a65b9f89d', 'https://images1.vinted.net/t/01_000b9_5TzPAhC6UZCDzFimBeNi3JzZ/f800/1680601061.jpeg?s=964a69571342059b8f9520688f635c96012740e5', 'https://images1.vinted.net/t/03_025b1_tmyfqXY1QPvVYPxxhSAdtezY/f800/1680601061.jpeg?s=cd8ff7960731793f81c99bf4965aa4f0f52610f2', 'https://images1.vinted.net/t/01_012fb_AgdnGv67TxWFEiwP3bpN41fy/f800/1680601061.jpeg?s=adff7e221711d0baa78a39645665a7c683393003', 'https://images1.vinted.net/t/02_007bc_S3mTQWaPav4rKRZ5EfcPvsFq/f800/1680601061.jpeg?s=2e60fa2f0b01aaeb9894e090be57c82931f31f70', 'https://images1.vinted.net/t/01_013af_cPJzPihCwji9yZZL6oCtnFtd/f800/1680601061.jpeg?s=a15e75a1bafc2c3c00fbc2bd6d54102a65b9f89d', 'https://images1.vinted.net/t/01_000b9_5TzPAhC6UZCDzFimBeNi3JzZ/f800/1680601061.jpeg?s=964a69571342059b8f9520688f635c96012740e5', 'https://images1.vinted.net/t/03_025b1_tmyfqXY1QPvVYPxxhSAdtezY/f800/1680601061.jpeg?s=cd8ff7960731793f81c99bf4965aa4f0f52610f2', 'https://images1.vinted.net/t/01_012fb_AgdnGv67TxWFEiwP3bpN41fy/f800/1680601061.jpeg?s=adff7e221711d0baa78a39645665a7c683393003', 'https://images1.vinted.net/t/02_007bc_S3mTQWaPav4rKRZ5EfcPvsFq/f800/1680601061.jpeg?s=2e60fa2f0b01aaeb9894e090be57c82931f31f70']",https://www.vinted.fr/donna/vestiti/abbigliamento-da-esterno/giacche/giacche-militari-e-field-jacket/2865985138-barbour-classic-beadnell,BARBOUR,VERT,"110,00 €","Barbour Beadnell en buen estado, tiene manchas en el interior de las mangas, no tiene rotos, bolsillos en buen estado,se puede encerar o dejarla asi(según gusto). El color es el clásico verde oliva precioso
Atención médidas:
⬇️⬇️⬇️⬇️⬇️⬇️
57 cm de axila a axila 
70 cm de cuello a manga
72 cm largo
Se envía más información si se requiere. 
Más Barbours de diferentes tallas y modelos en mi armario","XXL / 44 / 16
SIZE INFORMATION",215,ESPAGNE,04/04/2023 11:37:41,2 UTILISATEURS,veste barbour
Barbour Beaufort Superfine,"['https://images1.vinted.net/t/03_01c87_GyhgDzJJXyTqW7YtuKNUv2km/f800/1667033919.jpeg?s=87980edcfe6ad32666d9042ff2ec9a26605fcc35', 'https://images1.vinted.net/t/03_008b8_qi4ftpayswKa4VQJn2w86icG/f800/1667033919.jpeg?s=2a22fa788deb27b56e5940b1bd6d340b4ccc870e', 'https://images1.vinted.net/t/03_01c20_Kaw276RQRFMg6JT1Zamsus49/f800/1667033919.jpeg?s=27a0ce2f6c744fb673ae4dc5843b42bb9f1b1261', 'https://images1.vinted.net/t/02_01b4e_Ss2M9itGtCmm2EDwUKhbWhM5/f800/1667033919.jpeg?s=4ed3b8ec06d9be19a26fb05f17f0fa5678a44851', 'https://images1.vinted.net/t/01_00810_fraL34rxoKYSEzY6tzsyEziE/f800/1667033919.jpeg?s=20013c3d84304a5c8db9f53ea1cadbe6eab36f16', 'https://images1.vinted.net/t/03_01c87_GyhgDzJJXyTqW7YtuKNUv2km/f800/1667033919.jpeg?s=87980edcfe6ad32666d9042ff2ec9a26605fcc35', 'https://images1.vinted.net/t/03_008b8_qi4ftpayswKa4VQJn2w86icG/f800/1667033919.jpeg?s=2a22fa788deb27b56e5940b1bd6d340b4ccc870e', 'https://images1.vinted.net/t/03_01c20_Kaw276RQRFMg6JT1Zamsus49/f800/1667033919.jpeg?s=27a0ce2f6c744fb673ae4dc5843b42bb9f1b1261', 'https://images1.vinted.net/t/02_01b4e_Ss2M9itGtCmm2EDwUKhbWhM5/f800/1667033919.jpeg?s=4ed3b8ec06d9be19a26fb05f17f0fa5678a44851', 'https://images1.vinted.net/t/01_00810_fraL34rxoKYSEzY6tzsyEziE/f800/1667033919.jpeg?s=20013c3d84304a5c8db9f53ea1cadbe6eab36f16']",https://www.vinted.fr/uomo/vestiti/cappotti-e-giacche/parka/2359814052-barbour-beaufort-superfine,BARBOUR,"BEIGE, CRÈME","45,00 €","Parka barbour en muy buen estado. Talla L. Color beige-crema
Atención médidas:
⬇️⬇️⬇️⬇️⬇️⬇️
66 cm de axila a axila 
78 cm largo
76 cm de cuello a manga","L
SIZE INFORMATION",1083,ESPAGNE,29/10/2022 10:58:39,21 UTILISATEURS,veste barbour
Veste style barbour,"['https://images1.vinted.net/t/01_00802_hYsU6qwTD9GLYhg86cVHS2Up/f800/1682254267.jpeg?s=d175426ca1ac42a128d82e10abf05f0a0e91ee12', 'https://images1.vinted.net/t/01_02677_4zzBx6425WVgUpPXbNvGxGUc/f800/1682254267.jpeg?s=8f9129e1006f604d0a143debf70ed25f53147a14', 'https://images1.vinted.net/t/01_0188d_DQMzQz2r8BmABX2fjEPnz7qW/f800/1682254267.jpeg?s=f614b49cfb8d400b0310bd2cae7b0613a454f3a3', 'https://images1.vinted.net/t/01_012ce_cJs6cUkoSaqH3CzD2SEZ3fQY/f800/1682254267.jpeg?s=2a36383d358990d67090d7b2624c061c6cec353d', 'https://images1.vinted.net/t/01_009c1_jV2Kmo6qVSYX3Xf7BtH5gfCF/f800/1682254267.jpeg?s=6db85a13a7cba51a3d04961e4630e7d56cb4c1ed', 'https://images1.vinted.net/t/01_00802_hYsU6qwTD9GLYhg86cVHS2Up/f800/1682254267.jpeg?s=d175426ca1ac42a128d82e10abf05f0a0e91ee12', 'https://images1.vinted.net/t/01_02677_4zzBx6425WVgUpPXbNvGxGUc/f800/1682254267.jpeg?s=8f9129e1006f604d0a143debf70ed25f53147a14', 'https://images1.vinted.net/t/01_0188d_DQMzQz2r8BmABX2fjEPnz7qW/f800/1682254267.jpeg?s=f614b49cfb8d400b0310bd2cae7b0613a454f3a3', 'https://images1.vinted.net/t/01_012ce_cJs6cUkoSaqH3CzD2SEZ3fQY/f800/1682254267.jpeg?s=2a36383d358990d67090d7b2624c061c6cec353d', 'https://images1.vinted.net/t/01_009c1_jV2Kmo6qVSYX3Xf7BtH5gfCF/f800/1682254267.jpeg?s=6db85a13a7cba51a3d04961e4630e7d56cb4c1ed']",https://www.vinted.fr/hommes/vetements/manteaux-and-vestes/vestes/vestes-militaires-et-utilitaires/2936380217-veste-style-barbour,H&M,"MARRON, KAKI","30,00 €","Veste H&M style barbour marron a poches 
Neuve avec étiquette 
Taille M (taille grand, correspond plutôt à un L) 

#vesebarbour #veste #hm #vestehm","M
SIZE INFORMATION",151,"MAISONS-ALFORT, FRANCE",23/04/2023 14:51:06,2 UTILISATEURS,veste barbour
Veste style barbour anglais,"['https://images1.vinted.net/t/01_0177f_XTwg2bYo3caHP3jttVdmrHd3/f800/1667147326.jpeg?s=0c5cb01a1beb461ac4715cd0d1ebf3672ef3445b', 'https://images1.vinted.net/t/03_0221a_jHrm33C3TLYRCRTx6Z41GJed/f800/1667147326.jpeg?s=469576a39f145c7d730238d9f3ee33a3c80ea8fe', 'https://images1.vinted.net/t/01_00a11_3uo3zb9pjxJM7za7bJhdCbAe/f800/1667147326.jpeg?s=93b144f43d96cf6192894726cc30889ce79e7921', 'https://images1.vinted.net/t/01_0177f_XTwg2bYo3caHP3jttVdmrHd3/f800/1667147326.jpeg?s=0c5cb01a1beb461ac4715cd0d1ebf3672ef3445b', 'https://images1.vinted.net/t/03_0221a_jHrm33C3TLYRCRTx6Z41GJed/f800/1667147326.jpeg?s=469576a39f145c7d730238d9f3ee33a3c80ea8fe', 'https://images1.vinted.net/t/01_00a11_3uo3zb9pjxJM7za7bJhdCbAe/f800/1667147326.jpeg?s=93b144f43d96cf6192894726cc30889ce79e7921']",https://www.vinted.fr/hommes/vetements/manteaux-and-vestes/parkas/2364915415-veste-style-barbour-anglais,PRIMARK,KAKI,"8,00 €",Veste en bon etat.,"M
SIZE INFORMATION",175,"MARSEILLE, FRANCE",30/10/2022 17:28:46,8 UTILISATEURS,veste barbour
Veste style Barbour noir,"['https://images1.vinted.net/t/03_01a34_LekFQCzrMK8sxt9KVhkiG7A4/f800/1680437516.jpeg?s=fbb69dfbe9cb3346dc78985e2afe55391e7d3f8d', 'https://images1.vinted.net/t/02_009b1_MacyEGSX47PDdQTFaTN1X5HV/f800/1680437516.jpeg?s=e7b00dc839c272bf1566b6f0414d5412d9b8d795', 'https://images1.vinted.net/t/03_01bf8_n3JGLwBT3Cge7osEaqgdoJR9/f800/1680437516.jpeg?s=9b0540b529c9fd44653b68f8470bfaf700871ef8', 'https://images1.vinted.net/t/03_01ff0_39fWBkL8y7PERH9SNCN286ZL/f800/1680437516.jpeg?s=88cf18c27481cd2d77ae062f1eed68c572886289', 'https://images1.vinted.net/t/03_01a34_LekFQCzrMK8sxt9KVhkiG7A4/f800/1680437516.jpeg?s=fbb69dfbe9cb3346dc78985e2afe55391e7d3f8d', 'https://images1.vinted.net/t/02_009b1_MacyEGSX47PDdQTFaTN1X5HV/f800/1680437516.jpeg?s=e7b00dc839c272bf1566b6f0414d5412d9b8d795', 'https://images1.vinted.net/t/03_01bf8_n3JGLwBT3Cge7osEaqgdoJR9/f800/1680437516.jpeg?s=9b0540b529c9fd44653b68f8470bfaf700871ef8', 'https://images1.vinted.net/t/03_01ff0_39fWBkL8y7PERH9SNCN286ZL/f800/1680437516.jpeg?s=88cf18c27481cd2d77ae062f1eed68c572886289']",https://www.vinted.fr/mujer/ropa/abrigos-y-cazadoras/chaquetas/chaquetas-acolchadas/2858298805-veste-style-barbour-noir,SHERPA,NOIR,"20,00 €","Veste matelassée, imperméable, col en velour style barbour, taille M, mixte. Parfait état 


#barbour #barbourjacket #barbouroriginal #barbourstyle #sherpa #sherpajacket","M / 38 / 10
SIZE INFORMATION",153,"PARIS, FRANCE",02/04/2023 14:11:56,1 UTILISATEUR,veste barbour
Veste Barbour vert foncé,"['https://images1.vinted.net/t/02_02681_ULvvU8bxNNbhorsMemW6YHUc/f800/1682515786.jpeg?s=0c882110db4ae90f2b5a3b33fe84bf3c10dfa81f', 'https://images1.vinted.net/t/02_00e00_rwDP3igiqQpYLPGFGdRmD5zW/f800/1682515786.jpeg?s=093595cb554815703d5aee4fbf3b10426102d68b', 'https://images1.vinted.net/t/02_000eb_fu5aVJygJKrgdG4MoxaytpPP/f800/1682515786.jpeg?s=202b78cf09ff451be270b34d2946c8c1a72613b4', 'https://images1.vinted.net/t/02_02404_z7NUqkQew9BawLr9KNQHiHyu/f800/1682515786.jpeg?s=0046eb865ba6ec07d274986b6703bf412a6c934c', 'https://images1.vinted.net/t/03_01853_H4uUdaqhN3hcw6AxP278LgKS/f800/1682515786.jpeg?s=859eac21beec46c07381e944abd89c2a01f6a31f', 'https://images1.vinted.net/t/02_02681_ULvvU8bxNNbhorsMemW6YHUc/f800/1682515786.jpeg?s=0c882110db4ae90f2b5a3b33fe84bf3c10dfa81f', 'https://images1.vinted.net/t/02_00e00_rwDP3igiqQpYLPGFGdRmD5zW/f800/1682515786.jpeg?s=093595cb554815703d5aee4fbf3b10426102d68b', 'https://images1.vinted.net/t/02_000eb_fu5aVJygJKrgdG4MoxaytpPP/f800/1682515786.jpeg?s=202b78cf09ff451be270b34d2946c8c1a72613b4', 'https://images1.vinted.net/t/02_02404_z7NUqkQew9BawLr9KNQHiHyu/f800/1682515786.jpeg?s=0046eb865ba6ec07d274986b6703bf412a6c934c', 'https://images1.vinted.net/t/03_01853_H4uUdaqhN3hcw6AxP278LgKS/f800/1682515786.jpeg?s=859eac21beec46c07381e944abd89c2a01f6a31f']",https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/parkas/2948988280-veste-barbour-vert-fonce,BARBOUR,VERT FONCÉ,"179,00 €","Veste Barbour Domus coton ciré - taille S (mais presque M, voir dimensions sur dernière photo) - neuve jamais portée avec étiquette et emballage d’origine - 4 poches extérieures 1 intérieure - doublure tartan","S / 36 / 8
SIZE INFORMATION",140,"OTEPPE, BELGIQUE",26/04/2023 15:29:46,1 UTILISATEUR,veste barbour
Veste matelassée type Barbour,"['https://images1.vinted.net/t/02_009a4_DsjN5E1weZeNhqxQrLN19Kit/f800/1679732627.jpeg?s=47e5f4b75215e5dc428a2f04d630a892df94a409', 'https://images1.vinted.net/t/02_02582_wrUZSJjqDyzaBB32S66oTE2J/f800/1679732627.jpeg?s=079ca2f08f5da117296f846294cc79ef901d3c32', 'https://images1.vinted.net/t/01_00f23_rxT1x1aphigYmYvuApodcAak/f800/1679732627.jpeg?s=d7d9def59bbb1c2c28e323d74496e1a9ee9ea67d', 'https://images1.vinted.net/t/03_01a98_mcbni1MkM7b9JnVYDgXfqdAX/f800/1679732627.jpeg?s=7f9d2e2a3431c5ea322b27ac1dc8b958743ce5f3', 'https://images1.vinted.net/t/02_009a4_DsjN5E1weZeNhqxQrLN19Kit/f800/1679732627.jpeg?s=47e5f4b75215e5dc428a2f04d630a892df94a409', 'https://images1.vinted.net/t/02_02582_wrUZSJjqDyzaBB32S66oTE2J/f800/1679732627.jpeg?s=079ca2f08f5da117296f846294cc79ef901d3c32', 'https://images1.vinted.net/t/01_00f23_rxT1x1aphigYmYvuApodcAak/f800/1679732627.jpeg?s=d7d9def59bbb1c2c28e323d74496e1a9ee9ea67d', 'https://images1.vinted.net/t/03_01a98_mcbni1MkM7b9JnVYDgXfqdAX/f800/1679732627.jpeg?s=7f9d2e2a3431c5ea322b27ac1dc8b958743ce5f3']",https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes/vestes-matelassees-2596/2826460241-veste-matelassee-type-barbour,ASOS,"MARRON, MARINE","15,00 €","Portée quelques fois en très bon état.
Bleu marine, listrée + vol en velour marron","S / 36 / 8
SIZE INFORMATION",97,FRANCE,25/03/2023 09:23:47,AUCUN MEMBRE INTERESSE,veste barbour
Barbour veste matelassée Liddesdal Marine xxl 14 ans,"['https://images1.vinted.net/t/02_00fba_iN7XXnpFyMQr53ZvJn6p4PPw/f800/1682427879.jpeg?s=cccc63ef32538103f2f0258b997bc1abe40159dc', 'https://images1.vinted.net/t/01_001b1_7cm4qMGETWuLj2dY31CmX5gM/f800/1682427879.jpeg?s=0cda86e8372d2ac474e3efe9f54f0dc1ab5cf68d', 'https://images1.vinted.net/t/03_012d6_5aMnKuKusjDKqXupVuNeKJwe/f800/1682427879.jpeg?s=ffddd7491867108041bd8ef5edf2a31a55d44998', 'https://images1.vinted.net/t/02_01017_emvDquMq1qz8UW6VKed6GL3o/f800/1682427879.jpeg?s=5aa8acc4a300b8eb606f124e60463c1184958dea', 'https://images1.vinted.net/t/01_00693_LLznzdKFC9mQYcBExsWFzcaR/f800/1682427879.jpeg?s=e99f0b2764e3b3bd69cc3852c492f3416f794115', 'https://images1.vinted.net/t/02_00fba_iN7XXnpFyMQr53ZvJn6p4PPw/f800/1682427879.jpeg?s=cccc63ef32538103f2f0258b997bc1abe40159dc', 'https://images1.vinted.net/t/01_001b1_7cm4qMGETWuLj2dY31CmX5gM/f800/1682427879.jpeg?s=0cda86e8372d2ac474e3efe9f54f0dc1ab5cf68d', 'https://images1.vinted.net/t/03_012d6_5aMnKuKusjDKqXupVuNeKJwe/f800/1682427879.jpeg?s=ffddd7491867108041bd8ef5edf2a31a55d44998', 'https://images1.vinted.net/t/02_01017_emvDquMq1qz8UW6VKed6GL3o/f800/1682427879.jpeg?s=5aa8acc4a300b8eb606f124e60463c1184958dea', 'https://images1.vinted.net/t/01_00693_LLznzdKFC9mQYcBExsWFzcaR/f800/1682427879.jpeg?s=e99f0b2764e3b3bd69cc3852c492f3416f794115']",https://www.vinted.fr/bambini/abbigliamento-bambino/abbigliamento-da-esterno/giacche/piumini/2945054666-barbour-veste-matelassee-liddesdal-marine-xxl-14-ans,BARBOUR,MARINE,"60,00 €","Barbour veste matelassée Liddesdal enfant xxl correspond à 14 -16 ans 
Jamais portée par conséquent en excellent état 
Modèle iconique chez Barbour fille ou garçon","14 ANS / 164 CM
SIZE INFORMATION",110,FRANCE,25/04/2023 15:04:39,7 UTILISATEURS,veste barbour
Veste Barbour Annandale Quilt,"['https://images1.vinted.net/t/01_00204_u2Hz1PNtjrw829ezesNZzfBY/f800/1682338860.jpeg?s=a602977d526b51809157fe3e59c0914d822250a5', 'https://images1.vinted.net/t/01_008c0_WdPYstuthpTkxiJFXBEJHWvC/f800/1682338860.jpeg?s=8fcb48c6c0b0b47fb025c42524dced7a4167cf12', 'https://images1.vinted.net/t/03_000c3_VJvEvDZ7bdfueCydw8sMCAaa/f800/1682338860.jpeg?s=2272e77db1556b3a1a40b2fb4173275777064bd1', 'https://images1.vinted.net/t/02_00794_yVqcn197pBfP8EsbQHnYST6F/f800/1682338860.jpeg?s=f18223615f16a4f775393cd86343053e8bf097c1', 'https://images1.vinted.net/t/02_01d55_iBmVsobnYFLcBagqDwSJrY3p/f800/1682338860.jpeg?s=f1683ddc1630f1c0a9678022a6dd8b14fb1f1722', 'https://images1.vinted.net/t/01_00204_u2Hz1PNtjrw829ezesNZzfBY/f800/1682338860.jpeg?s=a602977d526b51809157fe3e59c0914d822250a5', 'https://images1.vinted.net/t/01_008c0_WdPYstuthpTkxiJFXBEJHWvC/f800/1682338860.jpeg?s=8fcb48c6c0b0b47fb025c42524dced7a4167cf12', 'https://images1.vinted.net/t/03_000c3_VJvEvDZ7bdfueCydw8sMCAaa/f800/1682338860.jpeg?s=2272e77db1556b3a1a40b2fb4173275777064bd1', 'https://images1.vinted.net/t/02_00794_yVqcn197pBfP8EsbQHnYST6F/f800/1682338860.jpeg?s=f18223615f16a4f775393cd86343053e8bf097c1', 'https://images1.vinted.net/t/02_01d55_iBmVsobnYFLcBagqDwSJrY3p/f800/1682338860.jpeg?s=f1683ddc1630f1c0a9678022a6dd8b14fb1f1722']",https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes/vestes-matelassees-2596/2940866416-veste-barbour-annandale-quilt,BARBOUR,KAKI,"100,00 €","La veste matelassée Barbour ""Annandale"" est une version féminine de la veste classique ""Liddesdale"" pour hommes, offrant une coupe féminine et flatteuse avec des coutures sur le corps pour une silhouette magnifique.

Elle en reprend le style intemporel et classique en proposant le traditionnel tissu matelassé en bleu marine ou vert olive associé à un col classique en velours. 

100% polyamide

Réf. LQU0475. 

Coloris : Olive

( je la vends car je n’aime pas le modèle) 

#mocassins #tweed #chasse #london #england","S / 36 / 8
SIZE INFORMATION",291,"SAINT-PIERRE-LA-NOAILLE, FRANCE",24/04/2023 14:21:00,8 UTILISATEURS,veste barbour
Chelsea boot Barbour UK 6,"['https://images1.vinted.net/t/03_0083c_sLsHK96JVW4CqLN3jkZgxa6Q/f800/1682443029.jpeg?s=d2e17a9fa92fea33a741bdfcf5d544df176004c3', 'https://images1.vinted.net/t/02_025af_mKpuKGY8KVxdbQCU8Uefn9c5/f800/1682443029.jpeg?s=6b8ec227e912050e7520b0456637f1504e4718fa', 'https://images1.vinted.net/t/02_01d8c_E99cS8582W9PGnv9Ugg74BnD/f800/1682443029.jpeg?s=bdc36fc256df6dbb3b26e977e02fb6538c6ed975', 'https://images1.vinted.net/t/02_010bf_BdDaJaWRBnu2izqd2mjJTMcH/f800/1682443029.jpeg?s=0a7138d2c3650a24358afbfbc1665ef774556b60', 'https://images1.vinted.net/t/03_01b3c_yY5S8Ux3CngYc9GZUDYZeNo9/f800/1682443029.jpeg?s=037e1fab50ae23c9011ff860a06b6321c53c0a36', 'https://images1.vinted.net/t/03_0083c_sLsHK96JVW4CqLN3jkZgxa6Q/f800/1682443029.jpeg?s=d2e17a9fa92fea33a741bdfcf5d544df176004c3', 'https://images1.vinted.net/t/02_025af_mKpuKGY8KVxdbQCU8Uefn9c5/f800/1682443029.jpeg?s=6b8ec227e912050e7520b0456637f1504e4718fa', 'https://images1.vinted.net/t/02_01d8c_E99cS8582W9PGnv9Ugg74BnD/f800/1682443029.jpeg?s=bdc36fc256df6dbb3b26e977e02fb6538c6ed975', 'https://images1.vinted.net/t/02_010bf_BdDaJaWRBnu2izqd2mjJTMcH/f800/1682443029.jpeg?s=0a7138d2c3650a24358afbfbc1665ef774556b60', 'https://images1.vinted.net/t/03_01b3c_yY5S8Ux3CngYc9GZUDYZeNo9/f800/1682443029.jpeg?s=037e1fab50ae23c9011ff860a06b6321c53c0a36']",https://www.vinted.fr/uomo/scarpe/stivali/stivaletti-chelsea-e-senza-lacci/2946272143-chelsea-boot-barbour-uk-6,BARBOUR,NOIR,"15,00 €","Stivaletto vintage Chelsea, taglia UK 6 veste stretto","40
SIZE INFORMATION",112,"VIGEVANO, ITALIE",25/04/2023 19:17:09,AUCUN MEMBRE INTERESSE,veste barbour
