item_title,item_picture,item_link,item_brand,item_color,item_price,item_description,item_size,item_views,item_location,item_date_added,item_followers,query
Veste beige marque Barbour,"['https://images1.vinted.net/t/03_002c1_PrkbQYzSnAcH9PFCMBer2Qon/f800/1680171591.jpeg?s=b9a56495e24d16fb47dfada3869dea9186e6f677', 'https://images1.vinted.net/t/03_006ea_dSKy9ZFcw3buL9uLyG5fMvSg/f800/1680171591.jpeg?s=4833914d8e1bf7e00b98f89a42541b07b4363076', 'https://images1.vinted.net/t/03_008b3_qyJ3uJT1g4pUiQvs9cKbpGac/f800/1680171591.jpeg?s=6686ccaf60e62ae67be1372436c9b12e785b5c3d', 'https://images1.vinted.net/t/01_02343_JEobjbA8XvChQ7VrbPwCrfXz/f800/r2/1680171591.jpeg?s=93df8d793502cc11584279a75f60dcb55029d1dd', 'https://images1.vinted.net/t/03_002c1_PrkbQYzSnAcH9PFCMBer2Qon/f800/1680171591.jpeg?s=b9a56495e24d16fb47dfada3869dea9186e6f677', 'https://images1.vinted.net/t/03_006ea_dSKy9ZFcw3buL9uLyG5fMvSg/f800/1680171591.jpeg?s=4833914d8e1bf7e00b98f89a42541b07b4363076', 'https://images1.vinted.net/t/03_008b3_qyJ3uJT1g4pUiQvs9cKbpGac/f800/1680171591.jpeg?s=6686ccaf60e62ae67be1372436c9b12e785b5c3d', 'https://images1.vinted.net/t/01_02343_JEobjbA8XvChQ7VrbPwCrfXz/f800/r2/1680171591.jpeg?s=93df8d793502cc11584279a75f60dcb55029d1dd']",https://www.vinted.fr/hombre/ropa/abrigos-y-cazadoras/gabardinas/2846980114-veste-beige-marque-barbour,BARBOUR,BEIGE,"169,00 €","Idéal pour la mi-saison ! Style veste saharienne. 4 poches plaquées sur le devant. Système de fermeture par fermeture à glissière et boutons pressions. 
#veste #vestebeige #camel #saharienne #trench #homme #barbour #manteau","XXL
SIZE INFORMATION",265,"SAINT-LAURENT-DU-VAR, FRANCE",30/03/2023 12:19:51,6 UTILISATEURS,veste barbour
Veste matelassée APC navy style quilt jacket,"['https://images1.vinted.net/t/03_0268e_uPZja1pssR4w276P2Z4iRo1B/f800/1682539751.jpeg?s=fcd8bdbb2646cb3a3d6b2eef24171b5bbfc23732', 'https://images1.vinted.net/t/01_00ae6_EcLZDTHgn1D8Ce7YkgV44CmT/f800/1682539751.jpeg?s=0e48ead0a8b705ed93f519d29f1ca5c1a4a0377f', 'https://images1.vinted.net/t/01_008c9_FKuMvdp3qKAPXrEshCS8NERv/f800/1682539751.jpeg?s=8cf85ec8197d02be72873b3655345ae6cc4e3c4b', 'https://images1.vinted.net/t/01_00943_4377XUQyeam8dxg4JapRFwao/f800/1682539751.jpeg?s=72f85bea12c9009f1846a85b21ae90d880597011', 'https://images1.vinted.net/t/02_01ffb_N5pBrs3tS1c8XnkRoWZuHvcZ/f800/1682539751.jpeg?s=a4c79382af1fac34742f865d14b75cb4abff60c5', 'https://images1.vinted.net/t/03_0268e_uPZja1pssR4w276P2Z4iRo1B/f800/1682539751.jpeg?s=fcd8bdbb2646cb3a3d6b2eef24171b5bbfc23732', 'https://images1.vinted.net/t/01_00ae6_EcLZDTHgn1D8Ce7YkgV44CmT/f800/1682539751.jpeg?s=0e48ead0a8b705ed93f519d29f1ca5c1a4a0377f', 'https://images1.vinted.net/t/01_008c9_FKuMvdp3qKAPXrEshCS8NERv/f800/1682539751.jpeg?s=8cf85ec8197d02be72873b3655345ae6cc4e3c4b', 'https://images1.vinted.net/t/01_00943_4377XUQyeam8dxg4JapRFwao/f800/1682539751.jpeg?s=72f85bea12c9009f1846a85b21ae90d880597011', 'https://images1.vinted.net/t/02_01ffb_N5pBrs3tS1c8XnkRoWZuHvcZ/f800/1682539751.jpeg?s=a4c79382af1fac34742f865d14b75cb4abff60c5']",https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes/vestes-matelassees-2596/2950706669-veste-matelassee-apc-navy-style-quilt-jacket,A.P.C.,MARINE,"80,00 €","Veste matelassée style Barbour taille XS
Coupe droite, veste mixte
Etat neuf, jamais porté
Col velours côtelé beige
Doublure tartan
Deux poches main devant et une poche poitrine gauche
Poche arrière au bas du dos type Barbour","XS / 34 / 6
SIZE INFORMATION",189,"PARIS, FRANCE",26/04/2023 22:09:11,2 UTILISATEURS,veste barbour
Barbour Dom Quilted Blue Medium,"['https://images1.vinted.net/t/01_00e05_r3Lrf9B6FM9uAorokm6PiW7t/f800/1681662257.jpeg?s=b1cf7328624c442d5e1dcec50bd0b4561004c3b5', 'https://images1.vinted.net/t/03_0195c_4eVMmy415FnZ4wNMM7KRdM1S/f800/1681662257.jpeg?s=0c5bb10587526a8ce61b32652acae7c264bf72c5', 'https://images1.vinted.net/t/01_00404_GRgeVeq5XFjyx7vttEvGULS5/f800/1681662257.jpeg?s=eefa241c8f14bf37a8e3710185c331f568d04403', 'https://images1.vinted.net/t/01_01daa_gmGNbX7zFsVG25V56yEQvwK8/f800/1681662257.jpeg?s=542bfff1c778c1590c404b6a16014b47f4c55242', 'https://images1.vinted.net/t/01_00e05_r3Lrf9B6FM9uAorokm6PiW7t/f800/1681662257.jpeg?s=b1cf7328624c442d5e1dcec50bd0b4561004c3b5', 'https://images1.vinted.net/t/03_0195c_4eVMmy415FnZ4wNMM7KRdM1S/f800/1681662257.jpeg?s=0c5bb10587526a8ce61b32652acae7c264bf72c5', 'https://images1.vinted.net/t/01_00404_GRgeVeq5XFjyx7vttEvGULS5/f800/1681662257.jpeg?s=eefa241c8f14bf37a8e3710185c331f568d04403', 'https://images1.vinted.net/t/01_01daa_gmGNbX7zFsVG25V56yEQvwK8/f800/1681662257.jpeg?s=542bfff1c778c1590c404b6a16014b47f4c55242']",https://www.vinted.fr/hommes/vetements/manteaux-and-vestes/vestes/vestes-matelassees/2911629624-barbour-dom-quilted-blue-medium,BARBOUR,"BLEU, MARINE","140,00 €","Beautiful Brand new Barbour Quilted Jacket!

Brand: Barbour
Model: Quilted Jacket
Color: Blue
Size: M
Boutique Price: €255
Condition: Brand new with tags","M
SIZE INFORMATION",518,PAYS-BAS,16/04/2023 18:24:17,7 UTILISATEURS,veste barbour
Barbour Lady originale,"['https://images1.vinted.net/t/02_01699_rCdB7Kr5F4PvxoHDDnWFgpzQ/f800/1681976451.jpeg?s=ba8fd76948e7f5dbf4b2add7c457922ad3b8d1aa', 'https://images1.vinted.net/t/03_01c47_whYE4XzuWZA5S87GmMDcXRkG/f800/1681976451.jpeg?s=ab1bb37c178a1d1678270108078848800526d13c', 'https://images1.vinted.net/t/01_01825_8ctfzqBDnZ7HWHdtgKwevWms/f800/1681976451.jpeg?s=85f8d506a46e8550a1304284db6640f67fdca3d9', 'https://images1.vinted.net/t/03_00496_UZD4ECDkNjyKAgbZBvsug4Wz/f800/1681976451.jpeg?s=20afcf8e24b8068be9141e5dda4ecf90c08fca43', 'https://images1.vinted.net/t/03_02544_fkQBxPxTMUbRZ87Gz9GPYUwu/f800/1681976451.jpeg?s=5c091e3bf88d8bc89639ecb1d448603f04bfab70', 'https://images1.vinted.net/t/02_01699_rCdB7Kr5F4PvxoHDDnWFgpzQ/f800/1681976451.jpeg?s=ba8fd76948e7f5dbf4b2add7c457922ad3b8d1aa', 'https://images1.vinted.net/t/03_01c47_whYE4XzuWZA5S87GmMDcXRkG/f800/1681976451.jpeg?s=ab1bb37c178a1d1678270108078848800526d13c', 'https://images1.vinted.net/t/01_01825_8ctfzqBDnZ7HWHdtgKwevWms/f800/1681976451.jpeg?s=85f8d506a46e8550a1304284db6640f67fdca3d9', 'https://images1.vinted.net/t/03_00496_UZD4ECDkNjyKAgbZBvsug4Wz/f800/1681976451.jpeg?s=20afcf8e24b8068be9141e5dda4ecf90c08fca43', 'https://images1.vinted.net/t/03_02544_fkQBxPxTMUbRZ87Gz9GPYUwu/f800/1681976451.jpeg?s=5c091e3bf88d8bc89639ecb1d448603f04bfab70']",https://www.vinted.fr/donna/vestiti/cappotti-e-giacche/trench/2923182124-barbour-lady-originale,BARBOUR,MARRON,"118,00 €","Giacca Barbour, simil trench, colore marrone. Ideale per la stagione primaverile e autunnale. 
Tinta unita e dal caratteristico motivo tartan sulla fodera interna. Chiusura tre bottoni, tasche laterali e tasca interna. Colletto e polsini in velluto, spacco sul retro.
Perfette condizioni, pari al nuovo. Veste più una S.","M / 38 / 10
SIZE INFORMATION",230,ITALIE,19/04/2023 18:37:21,AUCUN MEMBRE INTERESSE,veste barbour
Piumino sintetico barbour,"['https://images1.vinted.net/t/02_00ed5_M4kfafiCuX6GvBAPC2WXnjbP/f800/1681639376.jpeg?s=a371ffae7f93e10304e5ef00e99c1e31f2ae30c4', 'https://images1.vinted.net/t/02_01ed6_9HzYJyxCcrgxVWALJBe7h1MD/f800/1681639376.jpeg?s=e4a2f45a559abd3d8c593e2d6e214d2149d2d851', 'https://images1.vinted.net/t/01_00a80_WP9LVojDNHg4NDUvCAfEHS2a/f800/1681639376.jpeg?s=6d8aee98745d081532cc2f1c313a44c417957f15', 'https://images1.vinted.net/t/01_01826_uh4m6pZepBdrZoysNSB6XfnT/f800/1681639376.jpeg?s=d6a968e677adf6b5ce92f793b7e256433056938a', 'https://images1.vinted.net/t/02_01ea9_mTtTGfPAB8xiiRBLXZNQo9vD/f800/1681639377.jpeg?s=cdbee388eee7ed97420954b45e852cdfbf73b832', 'https://images1.vinted.net/t/02_00ed5_M4kfafiCuX6GvBAPC2WXnjbP/f800/1681639376.jpeg?s=a371ffae7f93e10304e5ef00e99c1e31f2ae30c4', 'https://images1.vinted.net/t/02_01ed6_9HzYJyxCcrgxVWALJBe7h1MD/f800/1681639376.jpeg?s=e4a2f45a559abd3d8c593e2d6e214d2149d2d851', 'https://images1.vinted.net/t/01_00a80_WP9LVojDNHg4NDUvCAfEHS2a/f800/1681639376.jpeg?s=6d8aee98745d081532cc2f1c313a44c417957f15', 'https://images1.vinted.net/t/01_01826_uh4m6pZepBdrZoysNSB6XfnT/f800/1681639376.jpeg?s=d6a968e677adf6b5ce92f793b7e256433056938a', 'https://images1.vinted.net/t/02_01ea9_mTtTGfPAB8xiiRBLXZNQo9vD/f800/1681639377.jpeg?s=cdbee388eee7ed97420954b45e852cdfbf73b832']",https://www.vinted.fr/mujer/ropa/abrigos-y-cazadoras/chaquetas/chaquetas-de-plumas/2908981396-piumino-sintetico-barbour,BARBOUR,ROSE,"50,00 €",Ottime condizioni,"XL / 42 / 14
SIZE INFORMATION",170,"PIETRAMELARA, ITALIE",16/04/2023 12:02:56,8 UTILISATEURS,veste barbour
Manteau style barbour vintage,"['https://images1.vinted.net/t/01_00d3e_k8h965sYCPmfNgJanTho4Rca/f800/1682332457.jpeg?s=d39aae17cd375431978c63d1f90b68494173aff5', 'https://images1.vinted.net/t/03_01a1f_MsfUfraCmY5aX1pQ61b6ZXcg/f800/1682332457.jpeg?s=f1d7875adce625a05d5cd7d570ef1ac3a57826f0', 'https://images1.vinted.net/t/03_011c1_eTob2t9y2wUUtZ5HcrVP9WZZ/f800/1682332457.jpeg?s=0ed920d87af846e8a9e4936c02672659ca5785e7', 'https://images1.vinted.net/t/03_00b83_nF3XydoXVc67hR935Sr5eabk/f800/1682332457.jpeg?s=c45ad14bd1a39dafbb12a6c87f7ad572d97ededa', 'https://images1.vinted.net/t/01_00c13_WHis2a9FdPjmLnEDSetocD5f/f800/1682332457.jpeg?s=036ef703fa6468cabce0908a09e250c7a490257a', 'https://images1.vinted.net/t/01_00d3e_k8h965sYCPmfNgJanTho4Rca/f800/1682332457.jpeg?s=d39aae17cd375431978c63d1f90b68494173aff5', 'https://images1.vinted.net/t/03_01a1f_MsfUfraCmY5aX1pQ61b6ZXcg/f800/1682332457.jpeg?s=f1d7875adce625a05d5cd7d570ef1ac3a57826f0', 'https://images1.vinted.net/t/03_011c1_eTob2t9y2wUUtZ5HcrVP9WZZ/f800/1682332457.jpeg?s=0ed920d87af846e8a9e4936c02672659ca5785e7', 'https://images1.vinted.net/t/03_00b83_nF3XydoXVc67hR935Sr5eabk/f800/1682332457.jpeg?s=c45ad14bd1a39dafbb12a6c87f7ad572d97ededa', 'https://images1.vinted.net/t/01_00c13_WHis2a9FdPjmLnEDSetocD5f/f800/1682332457.jpeg?s=036ef703fa6468cabce0908a09e250c7a490257a']",https://www.vinted.fr/homem/roupa/vestuario-de-exterior/casacos/sobretudos-e-casacos-compridos/2940374591-manteau-style-barbour-vintage,VINTAGE,"GRIS, MARINE","28,00 €",Bon état,"XXL
SIZE INFORMATION",126,"PARIS, FRANCE",24/04/2023 12:34:16,AUCUN MEMBRE INTERESSE,veste barbour
Veste matelassée kaki Monoprix 12ans,"['https://images1.vinted.net/t/03_011ae_t2SWjSsj4JpkpNZT6CK8Uvxa/f800/1682494683.jpeg?s=3eed56a807a82eca66fc48621be6d697eaf4d2b7', 'https://images1.vinted.net/t/02_00cbe_ToA1rJxHz5H4RKmhEgxbL9Bq/f800/1682494683.jpeg?s=dca0dabadab863f51c0a1615235b8c77ed50561a', 'https://images1.vinted.net/t/01_02512_kc445cwgo1FKRRcbJkgPfJYz/f800/1682494683.jpeg?s=7f56afb71b132ebfcf63a37541b41598dd59fdc4', 'https://images1.vinted.net/t/02_011e8_RnomtV2jHzsQ9QWshg5H3RqN/f800/1682494683.jpeg?s=eb3aedec0a4ea36ace0c2878dc3c26220909f301', 'https://images1.vinted.net/t/03_011ae_t2SWjSsj4JpkpNZT6CK8Uvxa/f800/1682494683.jpeg?s=3eed56a807a82eca66fc48621be6d697eaf4d2b7', 'https://images1.vinted.net/t/02_00cbe_ToA1rJxHz5H4RKmhEgxbL9Bq/f800/1682494683.jpeg?s=dca0dabadab863f51c0a1615235b8c77ed50561a', 'https://images1.vinted.net/t/01_02512_kc445cwgo1FKRRcbJkgPfJYz/f800/1682494683.jpeg?s=7f56afb71b132ebfcf63a37541b41598dd59fdc4', 'https://images1.vinted.net/t/02_011e8_RnomtV2jHzsQ9QWshg5H3RqN/f800/1682494683.jpeg?s=eb3aedec0a4ea36ace0c2878dc3c26220909f301']",https://www.vinted.fr/enfants/garcons/vetements-dexterieur/manteaux/cabans/2947564405-veste-matelassee-kaki-monoprix-12ans,MONOPRIX,KAKI,"4,00 €","Kaki foncé,
Taille 12 ans 
Style Barbour","12 ANS / 152 CM
SIZE INFORMATION",90,"LE PECQ, FRANCE",26/04/2023 09:38:03,AUCUN MEMBRE INTERESSE,veste barbour
Veste saharienne Galeries Lafayette,"['https://images1.vinted.net/t/03_00063_GvVdVmrtSWGRZfqSMsqRfUcq/f800/1682168256.jpeg?s=2e67ba3499965d3b705ac776a161318c3ce50719', 'https://images1.vinted.net/t/03_02543_4XreDc2VtnNPfceJV3f3WvoB/f800/1682168256.jpeg?s=a9d0ccb636f74cc634f02de53cf15c023970edf8', 'https://images1.vinted.net/t/02_0258b_qemJ7bT4PXNcuVRtgLQCP76x/f800/1682168256.jpeg?s=ea5c24a68efe64e2bf49c8e1bf3d53227382b505', 'https://images1.vinted.net/t/01_00787_TUTGSoLTHNcYdfMH1G6kDJcy/f800/1682168256.jpeg?s=28c88aaa41505643120fa15402855f77631d889d', 'https://images1.vinted.net/t/03_02195_awqdocttxeKtUUicXS8vt5YZ/f800/1682168256.jpeg?s=671b25f11588cefc279d965ec5e56bbda3b86d9c', 'https://images1.vinted.net/t/03_00063_GvVdVmrtSWGRZfqSMsqRfUcq/f800/1682168256.jpeg?s=2e67ba3499965d3b705ac776a161318c3ce50719', 'https://images1.vinted.net/t/03_02543_4XreDc2VtnNPfceJV3f3WvoB/f800/1682168256.jpeg?s=a9d0ccb636f74cc634f02de53cf15c023970edf8', 'https://images1.vinted.net/t/02_0258b_qemJ7bT4PXNcuVRtgLQCP76x/f800/1682168256.jpeg?s=ea5c24a68efe64e2bf49c8e1bf3d53227382b505', 'https://images1.vinted.net/t/01_00787_TUTGSoLTHNcYdfMH1G6kDJcy/f800/1682168256.jpeg?s=28c88aaa41505643120fa15402855f77631d889d', 'https://images1.vinted.net/t/03_02195_awqdocttxeKtUUicXS8vt5YZ/f800/1682168256.jpeg?s=671b25f11588cefc279d965ec5e56bbda3b86d9c']",https://www.vinted.fr/hommes/vetements/manteaux-and-vestes/parkas/2932375227-veste-saharienne-galeries-lafayette,GALERIES LAFAYETTE,KAKI,"15,00 €","Veste type saharienne militaire de la marque GALERIES LAFAYETTE. 
Style Barbour

Portée peu de fois, en très bon état! 

Taille M","M
SIZE INFORMATION",99,"PARIS 09 OPERA, FRANCE",22/04/2023 14:57:36,1 UTILISATEUR,veste barbour
Veste Barbour Marée Jacket,"['https://images1.vinted.net/t/02_0241d_dyaLM5UrU5cm1fRRmh5NA5kN/f800/1669566020.jpeg?s=d6e251d30ed7c6ef84e7033a8adb0e264d97e7db', 'https://images1.vinted.net/t/02_01a07_8nuKFEAGyfNw1RsC3qyWR1Fh/f800/1669566020.jpeg?s=84f2fab097a2f6a67bb13dc27c7abe3923919148', 'https://images1.vinted.net/t/02_002ce_dgkjxvGHGPjrDNWt7qamuSKj/f800/1669566020.jpeg?s=d981a6bcf4041d27d414e34428a0660215c0876b', 'https://images1.vinted.net/t/01_01f73_jxyniFq8cdDXDYrKZW2TMskC/f800/1669566020.jpeg?s=6f5a18f2f6b0e8921172ca15e1a98389c264f657', 'https://images1.vinted.net/t/01_009c2_8to3pNXspvEuY1RHYLg5rGbT/f800/1669566020.jpeg?s=7e88d358952174bd22019c7aa62f8c26101000d8', 'https://images1.vinted.net/t/02_0241d_dyaLM5UrU5cm1fRRmh5NA5kN/f800/1669566020.jpeg?s=d6e251d30ed7c6ef84e7033a8adb0e264d97e7db', 'https://images1.vinted.net/t/02_01a07_8nuKFEAGyfNw1RsC3qyWR1Fh/f800/1669566020.jpeg?s=84f2fab097a2f6a67bb13dc27c7abe3923919148', 'https://images1.vinted.net/t/02_002ce_dgkjxvGHGPjrDNWt7qamuSKj/f800/1669566020.jpeg?s=d981a6bcf4041d27d414e34428a0660215c0876b', 'https://images1.vinted.net/t/01_01f73_jxyniFq8cdDXDYrKZW2TMskC/f800/1669566020.jpeg?s=6f5a18f2f6b0e8921172ca15e1a98389c264f657', 'https://images1.vinted.net/t/01_009c2_8to3pNXspvEuY1RHYLg5rGbT/f800/1669566020.jpeg?s=7e88d358952174bd22019c7aa62f8c26101000d8']",https://www.vinted.fr/hombre/ropa/abrigos-y-cazadoras/cazadoras/chaquetas-harrington/2461602728-veste-barbour-maree-jacket,BARBOUR,MARINE,"80,00 €","Très bon état 
Taille M 
Envoi soigné","M
SIZE INFORMATION",301,"RIEUX, FRANCE",27/11/2022 17:20:20,5 UTILISATEURS,veste barbour
Parka effet enduit stradivarius neuve,"['https://images1.vinted.net/t/02_01058_ieEUmrc6CBwutmtoy9Buykki/f800/1682332807.jpeg?s=551f070475ad60f84544714e130c9ae804e85f90', 'https://images1.vinted.net/t/01_00f47_8V1J7oQUmfKE3JeKXSA2Abde/f800/1682332807.jpeg?s=d0dd184d2788378d8b9efc359a53d8f2694a3976', 'https://images1.vinted.net/t/02_01c8b_9rZ8xvnx1tALxQNp6axx4giv/f800/1682332807.jpeg?s=cf65708be11673c63c9d5d2a613b0a6447daa5da', 'https://images1.vinted.net/t/01_00235_guRdXNdKSkoAvxfmahjiNyaf/f800/1682332807.jpeg?s=29d33872e0ec1c9655c10ad33e668206fc6ee085', 'https://images1.vinted.net/t/01_01467_hFkGBuqDc8bjsAZbawXLysee/f800/1682332808.jpeg?s=db8ac01efc9c4c4edb3cd0c6c7e0fbce94f1d9da', 'https://images1.vinted.net/t/02_01058_ieEUmrc6CBwutmtoy9Buykki/f800/1682332807.jpeg?s=551f070475ad60f84544714e130c9ae804e85f90', 'https://images1.vinted.net/t/01_00f47_8V1J7oQUmfKE3JeKXSA2Abde/f800/1682332807.jpeg?s=d0dd184d2788378d8b9efc359a53d8f2694a3976', 'https://images1.vinted.net/t/02_01c8b_9rZ8xvnx1tALxQNp6axx4giv/f800/1682332807.jpeg?s=cf65708be11673c63c9d5d2a613b0a6447daa5da', 'https://images1.vinted.net/t/01_00235_guRdXNdKSkoAvxfmahjiNyaf/f800/1682332807.jpeg?s=29d33872e0ec1c9655c10ad33e668206fc6ee085', 'https://images1.vinted.net/t/01_01467_hFkGBuqDc8bjsAZbawXLysee/f800/1682332808.jpeg?s=db8ac01efc9c4c4edb3cd0c6c7e0fbce94f1d9da']",https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/parkas/2940400533-parka-effet-enduit-stradivarius-neuve,STRADIVARIUS,"KAKI, VERT FONCÉ","65,00 €","Parka imperméable col velours stradivarius jamais portée, style Barbour

Prix d’achat : 79,99€

Vendue avec étiquette","S / 36 / 8
SIZE INFORMATION",203,"PARIS, FRANCE",24/04/2023 12:40:07,3 UTILISATEURS,veste barbour
Barbour 3/4 coat sz L,"['https://images1.vinted.net/t/01_015ca_6gPohmgTCKhUS7Qt6TqzW1pa/f800/1682268488.jpeg?s=cc0f96a23b7a433fd4af9e808357189eec94d5cc', 'https://images1.vinted.net/t/02_00d14_g4cAZXjG6TwfhJF4xXsahGLX/f800/1682268488.jpeg?s=7673cbc0089b3258d92bc2747cc6bb2f63105c0c', 'https://images1.vinted.net/t/03_01cb2_KnJ4Uoacw9EqWLcT9i5NhGc3/f800/1682268488.jpeg?s=f130144af38eaa5f435104e29c36dba9ef84ad79', 'https://images1.vinted.net/t/01_001c7_FYLn2F7FJnNF9ioYaDx3maWE/f800/1682268488.jpeg?s=91a9fbc54af168951dc3f1ddc916ba3de9bb06a4', 'https://images1.vinted.net/t/02_0197f_8f7WYaMVMHZM9VF78ovohgRH/f800/1682268488.jpeg?s=b363e10d7beb62a1b5a223134adfa0de21f93b37', 'https://images1.vinted.net/t/01_015ca_6gPohmgTCKhUS7Qt6TqzW1pa/f800/1682268488.jpeg?s=cc0f96a23b7a433fd4af9e808357189eec94d5cc', 'https://images1.vinted.net/t/02_00d14_g4cAZXjG6TwfhJF4xXsahGLX/f800/1682268488.jpeg?s=7673cbc0089b3258d92bc2747cc6bb2f63105c0c', 'https://images1.vinted.net/t/03_01cb2_KnJ4Uoacw9EqWLcT9i5NhGc3/f800/1682268488.jpeg?s=f130144af38eaa5f435104e29c36dba9ef84ad79', 'https://images1.vinted.net/t/01_001c7_FYLn2F7FJnNF9ioYaDx3maWE/f800/1682268488.jpeg?s=91a9fbc54af168951dc3f1ddc916ba3de9bb06a4', 'https://images1.vinted.net/t/02_0197f_8f7WYaMVMHZM9VF78ovohgRH/f800/1682268488.jpeg?s=b363e10d7beb62a1b5a223134adfa0de21f93b37']",https://www.vinted.fr/hombre/ropa/abrigos-y-cazadoras/impermeables/2938066669-barbour-34-coat-sz-l,BARBOUR,"VERT, KAKI","199,00 €",Trench vintage barbour 3/4 coat en bon état avec sa broche d’origine. Légère patine d’usage pour une veste de cet age. Il a une doublure de trench burberrys en laine et pol de chameau amovible ayant été adapté sur mesure et rendant ce trench unique. La veste et la doublure sont des produits authentiques merci à vonted de valider mon annonce,"L
SIZE INFORMATION",194,"PARIS, FRANCE",23/04/2023 18:48:08,2 UTILISATEURS,veste barbour
Barbour Ashbrooke Rain Coat,"['https://images1.vinted.net/t/02_010ce_m4tRrQCzETJU37MZxk5fbCXE/f800/1682371936.jpeg?s=7f6e9555b4f3b3b69eb086791db3d7d2a4eb4c26', 'https://images1.vinted.net/t/01_00745_9z9JP1u6tkw4PKsYkNREBj2x/f800/1682371936.jpeg?s=17ce6b05976536142bb2b7b06e86cddec3ce326f', 'https://images1.vinted.net/t/01_010ee_d6JYtkBRMemmApXBkUQN9Am2/f800/1682371936.jpeg?s=bba5ef6afa03cc9b1034d47303e6c897777fa3a2', 'https://images1.vinted.net/t/01_00ecf_Qz6TGfhySmaG9MsKrhbkGbny/f800/1682371936.jpeg?s=8205ceeb21091e0fa0c8f339398d2965bfbef4e7', 'https://images1.vinted.net/t/01_00137_7d2UQNK2RsBhnVaNLxEespii/f800/1682373174.jpeg?s=490a44b28a36caef2f701e021c9595988d85442a', 'https://images1.vinted.net/t/02_010ce_m4tRrQCzETJU37MZxk5fbCXE/f800/1682371936.jpeg?s=7f6e9555b4f3b3b69eb086791db3d7d2a4eb4c26', 'https://images1.vinted.net/t/01_00745_9z9JP1u6tkw4PKsYkNREBj2x/f800/1682371936.jpeg?s=17ce6b05976536142bb2b7b06e86cddec3ce326f', 'https://images1.vinted.net/t/01_010ee_d6JYtkBRMemmApXBkUQN9Am2/f800/1682371936.jpeg?s=bba5ef6afa03cc9b1034d47303e6c897777fa3a2', 'https://images1.vinted.net/t/01_00ecf_Qz6TGfhySmaG9MsKrhbkGbny/f800/1682371936.jpeg?s=8205ceeb21091e0fa0c8f339398d2965bfbef4e7', 'https://images1.vinted.net/t/01_00137_7d2UQNK2RsBhnVaNLxEespii/f800/1682373174.jpeg?s=490a44b28a36caef2f701e021c9595988d85442a']",https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/impermeables/2943345611-barbour-ashbrooke-rain-coat,BARBOUR,NOIR,"60,00 €","Barbour Ashebrook Raincoat

Colour: black
Size: small (check measurements in the pics)
Cut: like a Bedale SI
Shape: 8/10 (a few weakness fixed by the ajuster)
Year: 2019
Price: 144€ (invoice available)
Hood: removable","S / 36 / 8
SIZE INFORMATION",408,"PARIS, FRANCE",24/04/2023 23:32:16,6 UTILISATEURS,veste barbour
Veste Barbour Reelin S,"['https://images1.vinted.net/t/03_00073_FoREZSKd2ErQEYj6irdCYiRh/f800/1682267579.jpeg?s=6f247473c312a65439ab28a9e6f7b200b8cf3165', 'https://images1.vinted.net/t/01_021f1_fN87LTx23yFoHZCJuuas41Pz/f800/1682267579.jpeg?s=17d900d58b59f341f28b8ffdfe461ee06e6f3277', 'https://images1.vinted.net/t/01_0068d_V6FxSjbiPhU7vfeee6ctrHz5/f800/1682267579.jpeg?s=0e5742e09815ecb3328d93432e7cb35ee03e6389', 'https://images1.vinted.net/t/01_01cde_9MmRXuxmgJga1BqGF5qTtCgS/f800/1682267579.jpeg?s=2318e52f12f32226b580994f5013f71e9d30f0af', 'https://images1.vinted.net/t/03_00e46_onBjKD3ARsJP1yscYRMxVMNF/f800/1682267579.jpeg?s=e7f0c3f4ac549f6323d291a26c7920dea01e4367', 'https://images1.vinted.net/t/03_00073_FoREZSKd2ErQEYj6irdCYiRh/f800/1682267579.jpeg?s=6f247473c312a65439ab28a9e6f7b200b8cf3165', 'https://images1.vinted.net/t/01_021f1_fN87LTx23yFoHZCJuuas41Pz/f800/1682267579.jpeg?s=17d900d58b59f341f28b8ffdfe461ee06e6f3277', 'https://images1.vinted.net/t/01_0068d_V6FxSjbiPhU7vfeee6ctrHz5/f800/1682267579.jpeg?s=0e5742e09815ecb3328d93432e7cb35ee03e6389', 'https://images1.vinted.net/t/01_01cde_9MmRXuxmgJga1BqGF5qTtCgS/f800/1682267579.jpeg?s=2318e52f12f32226b580994f5013f71e9d30f0af', 'https://images1.vinted.net/t/03_00e46_onBjKD3ARsJP1yscYRMxVMNF/f800/1682267579.jpeg?s=e7f0c3f4ac549f6323d291a26c7920dea01e4367']",https://www.vinted.fr/hombre/ropa/abrigos-y-cazadoras/parkas/2937960543-veste-barbour-reelin-s,BARBOUR,VERT FONCÉ,"200,00 €","Taille S.
Comme neuve très peu portée.","S
SIZE INFORMATION",328,FRANCE,23/04/2023 18:32:59,2 UTILISATEURS,veste barbour
